CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_000425,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,58.02,1596.96,No
CUST_000426,Male,0,Yes,No,51,Yes,No,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.62,3715.27,No
CUST_000427,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,91.97,1346.86,No
CUST_000428,Female,0,Yes,Yes,49,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),97.24,4749.78,No
CUST_000429,Male,0,No,No,4,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,104.92,468.07,No
CUST_000430,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),53.42,2414.86,Yes
CUST_000431,Male,1,No,No,72,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,77.54,5630.78,No
CUST_000432,Female,0,Yes,No,11,Yes,No,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),72.23,767.53,No
CUST_000433,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,58.67,3477.92,No
CUST_000434,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,52.01,2835.72,Yes
CUST_000435,Female,0,Yes,No,33,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,19.21,660.43,No
CUST_000436,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),36.06,1585.68,No
CUST_000437,Female,0,No,No,32,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,32.05,976.33,Yes
CUST_000438,Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),48.44,85.97,No
CUST_000439,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,54.42,408.62,No
CUST_000440,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),46.36,2591.17,No
CUST_000441,Male,0,No,No,62,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,97.9,6135.42,No
CUST_000442,Female,1,No,No,12,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),38.17,314.33,No
CUST_000443,Male,0,Yes,No,67,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.7,3010.55,Yes
CUST_000444,Female,0,Yes,No,22,No,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),68.79,1484.67,Yes
CUST_000445,Female,0,Yes,No,39,Yes,Yes,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,46.83,1787.66,No
CUST_000446,Male,0,No,No,14,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,108.28,1431.88,Yes
CUST_000447,Male,0,Yes,No,16,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,79.76,1295.21,No
CUST_000448,Female,0,No,No,71,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.13,3776.82,No
CUST_000449,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Two year,No,Credit card (automatic),63.7,1047.04,No
CUST_000450,Female,0,No,Yes,47,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.73,2894.54,No
CUST_000451,Female,0,Yes,No,51,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),107.75,5577.61,No
CUST_000452,Female,0,No,No,39,No,Yes,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),76.97,3071.55,No
CUST_000453,Female,1,Yes,Yes,17,Yes,No,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,55.61,956.98,No
CUST_000454,Female,0,Yes,No,60,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),68.03,4125.52,No
CUST_000455,Male,0,No,No,6,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.69,352.08,No
CUST_000456,Male,1,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),95.52,4429.03,No
CUST_000457,Female,1,Yes,No,69,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,20.13,1273.87,Yes
CUST_000458,Female,0,No,No,33,No,No,No,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),68.28,2214.68,No
CUST_000459,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Electronic check,43.1,2199.34,No
CUST_000460,Male,0,No,No,33,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),41.6,1428.76,No
CUST_000461,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,36.85,2582.97,No
CUST_000462,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,68.56,1451.41,Yes
CUST_000463,Female,0,Yes,No,23,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,No,Electronic check,28.96,509.82,No
CUST_000464,Male,0,Yes,No,37,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),70.47,2316.85,No
CUST_000465,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.88,3614.23,No
CUST_000466,Male,0,Yes,No,27,Yes,No,No,No,Yes,No,No internet service,Yes,No,One year,No,Credit card (automatic),108.56,2985.05,Yes
CUST_000467,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,95.18,5854.74,No
CUST_000468,Male,0,No,No,4,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,83.54,189.04,No
CUST_000469,Male,0,No,No,58,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),99.34,5777.38,Yes
CUST_000470,Female,0,Yes,Yes,15,Yes,No,No,Yes,No,No,No,No internet service,No,One year,No,Mailed check,53.58,861.18,Yes
CUST_000471,Male,1,Yes,Yes,58,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,71.73,4170.52,No
CUST_000472,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),26.84,1499.69,Yes
CUST_000473,Male,0,Yes,Yes,60,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.77,4139.35,Yes
CUST_000474,Female,0,No,No,69,Yes,No,No,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,57.34,4058.24,Yes
CUST_000475,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,No,Electronic check,110.0,3779.34,No
CUST_000476,Female,1,Yes,Yes,66,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,48.57,3200.07,No
CUST_000477,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.26,2634.95,Yes
CUST_000478,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,87.36,407.68,No
CUST_000479,Male,0,Yes,No,2,Yes,No,No,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,89.93,183.47,No
CUST_000480,Female,0,No,No,3,Yes,No,No,No,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,86.69,135.18,No
CUST_000481,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),106.95,4526.01,Yes
CUST_000482,Female,0,No,Yes,22,Yes,Yes,No,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),78.14,1649.77,Yes
CUST_000483,Male,0,No,No,62,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,104.22,6551.74,No
CUST_000484,Female,0,Yes,Yes,48,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),85.95,4057.67,No
CUST_000485,Male,0,Yes,No,5,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,106.82,491.21,Yes
CUST_000486,Female,1,Yes,No,4,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),91.49,352.73,No
CUST_000487,Male,0,Yes,No,33,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),64.25,2101.32,No
CUST_000488,Female,0,Yes,No,50,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,45.44,2322.13,No
CUST_000489,Male,0,No,No,8,Yes,No,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),109.61,947.67,Yes
CUST_000490,Male,1,No,Yes,48,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,31.53,1500.44,No
CUST_000491,Female,0,No,Yes,13,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,105.64,1573.83,Yes
CUST_000492,Male,0,No,No,26,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),83.8,2153.23,No
CUST_000493,Male,0,No,Yes,51,No,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,79.58,4170.02,No
CUST_000494,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.15,2526.87,Yes
CUST_000495,Male,0,No,No,47,Yes,No,No,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,47.63,2179.29,Yes
CUST_000496,Male,0,Yes,No,64,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,79.35,5035.11,No
CUST_000497,Male,0,No,No,27,Yes,No,No,Yes,Yes,No,No,No internet service,No,One year,Yes,Mailed check,66.14,1848.92,Yes
CUST_000498,Female,0,No,No,46,No,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,58.38,2806.16,Yes
CUST_000499,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Electronic check,82.7,2968.27,No
CUST_000500,Female,0,No,No,63,No,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),26.48,1784.09,No
CUST_000501,Male,0,No,No,43,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,79.05,3343.67,Yes
CUST_000502,Male,0,Yes,No,24,Yes,Yes,DSL,No,No,No internet service,No,No,No,One year,No,Mailed check,118.51,2700.1,No
CUST_000503,Male,0,No,No,17,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,One year,No,Electronic check,22.54,443.8,No
CUST_000504,Female,0,Yes,No,44,No,No,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),65.94,2849.33,No
CUST_000505,Male,0,Yes,No,66,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,63.84,4249.25,Yes
CUST_000506,Male,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,25.68,1760.41,No
CUST_000507,Female,0,No,No,40,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),67.81,2601.15,No
CUST_000508,Male,0,No,No,3,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.34,129.24,No
CUST_000509,Female,0,No,No,23,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),100.88,2205.21,No
CUST_000510,Female,0,Yes,Yes,7,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,108.73,925.25,Yes
CUST_000511,Male,0,Yes,No,56,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),101.07,5613.02,Yes
CUST_000512,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),111.53,8012.55,Yes
CUST_000513,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,83.3,5267.07,No
CUST_000514,Female,0,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No internet service,No,One year,Yes,Electronic check,103.03,2973.31,No
CUST_000515,Female,0,No,Yes,43,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.42,2936.09,No
CUST_000516,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),97.66,5419.55,No
CUST_000517,Female,1,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.38,4455.46,Yes
CUST_000518,Female,1,No,No,42,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,56.51,2386.28,No
CUST_000519,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.08,2987.98,Yes
CUST_000520,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.9,2518.24,Yes
CUST_000521,Female,0,No,No,49,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,79.83,4229.7,No
CUST_000522,Male,0,Yes,Yes,15,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,106.97,1643.09,No
CUST_000523,Female,0,No,No,43,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.78,4509.98,No
CUST_000524,Male,0,Yes,No,35,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),92.84,3173.89,No
CUST_000525,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),49.66,2186.13,No
CUST_000526,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,26.95,831.33,No
CUST_000527,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,No,Electronic check,117.42,8393.08,Yes
CUST_000528,Female,0,Yes,No,48,No,Yes,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,75.38,3709.72,Yes
CUST_000529,Female,0,No,No,25,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,29.37,721.58,No
CUST_000530,Female,0,Yes,No,24,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),114.67,2698.21,Yes
CUST_000531,Male,0,Yes,No,68,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),64.21,4344.08,Yes
CUST_000532,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,No,Mailed check,114.96,3989.11,No
CUST_000533,Male,0,Yes,No,36,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,54.95,1840.19,No
CUST_000534,Male,1,No,Yes,66,No,Yes,No,No internet service,No,No,No,No internet service,Yes,Two year,No,Electronic check,109.64,7209.97,No
CUST_000535,Male,0,No,No,40,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,104.01,4261.09,No
CUST_000536,Female,1,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.61,4573.86,No
CUST_000537,Female,1,No,No,7,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,49.64,311.25,No
CUST_000538,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.67,4945.59,No
CUST_000539,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),103.72,4342.02,No
CUST_000540,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.54,108.9,No
CUST_000541,Male,1,No,No,24,No,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,40.85,1049.09,No
CUST_000542,Female,0,No,No,42,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,61.45,2528.18,Yes
CUST_000543,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,39.14,1317.37,No
CUST_000544,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.52,1174.08,No
CUST_000545,Male,0,Yes,No,36,Yes,No,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.98,2627.08,Yes
CUST_000546,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),56.73,878.62,No
CUST_000547,Male,0,Yes,No,69,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,112.16,7616.34,Yes
CUST_000548,Female,0,Yes,Yes,6,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,102.86,575.29,No
CUST_000549,Female,1,Yes,Yes,34,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,39.18,1338.53,No
CUST_000550,Male,0,Yes,No,53,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),113.55,6112.48,Yes
CUST_000551,Male,1,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),40.05,1387.83,No
CUST_000552,Female,0,Yes,No,20,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.2,1785.28,No
CUST_000553,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,49.09,2692.07,Yes
CUST_000554,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,46.86,2573.46,No
CUST_000555,Male,0,No,Yes,11,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),72.55,687.36,No
CUST_000556,Female,0,Yes,No,40,Yes,Yes,No,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,113.41,4412.63,Yes
CUST_000557,Female,0,No,No,56,No,Yes,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,60.35,3356.9,Yes
CUST_000558,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,46.52,946.16,Yes
CUST_000559,Female,1,Yes,No,69,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),43.41,3079.76,No
CUST_000560,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.31,2404.48,Yes
CUST_000561,Female,0,No,Yes,67,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.94,4236.26,Yes
CUST_000562,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,106.0,3255.66,No
CUST_000563,Male,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),49.88,255.27,No
CUST_000564,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),45.63,1198.69,No
CUST_000565,Female,1,Yes,No,31,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,75.96,2436.9,No
CUST_000566,Female,0,Yes,No,61,Yes,No,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),77.66,4776.54,No
CUST_000567,Female,0,Yes,Yes,17,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.04,1120.94,No
CUST_000568,Female,1,Yes,No,53,No,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,37.41,2048.21,No
CUST_000569,Male,0,Yes,No,46,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.45,1811.44,No
CUST_000570,Male,1,No,No,8,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,70.53,533.06,No
CUST_000571,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.88,3456.35,No
CUST_000572,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.63,1100.21,No
CUST_000573,Male,0,Yes,No,18,No,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,20.91,288.66,No
CUST_000574,Female,0,Yes,No,57,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),31.75,1854.13,No
CUST_000575,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.78,761.99,Yes
CUST_000576,Female,0,No,No,26,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,33.91,921.67,Yes
CUST_000577,Male,0,Yes,No,21,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),18.52,412.08,No
CUST_000578,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),57.58,2617.04,Yes
CUST_000579,Female,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.53,5666.98,No
CUST_000580,Female,0,No,No,62,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),70.66,4317.36,No
CUST_000581,Female,0,No,No,71,No,No,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),19.28,1391.28,Yes
CUST_000582,Male,0,Yes,No,43,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),89.53,3831.52,No
CUST_000583,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,58.52,200.98,Yes
CUST_000584,Female,0,No,No,21,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),95.51,1877.39,Yes
CUST_000585,Female,0,No,No,62,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.23,4785.57,No
CUST_000586,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.27,170.87,Yes
CUST_000587,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,65.67,3498.41,No
CUST_000588,Male,0,No,Yes,26,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Credit card (automatic),74.05,1805.15,No
CUST_000589,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.54,591.65,No
CUST_000590,Male,0,No,Yes,49,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,97.41,4866.55,Yes
CUST_000591,Male,0,No,No,42,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Mailed check,103.64,4160.75,Yes
CUST_000592,Female,0,No,No,28,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.25,2369.41,Yes
CUST_000593,Male,0,Yes,Yes,40,Yes,No phone service,No,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,22.0,848.42,Yes
CUST_000594,Female,1,Yes,No,47,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.67,2552.22,No
CUST_000595,Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,55.32,2772.46,No
CUST_000596,Female,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),40.61,1634.61,No
CUST_000597,Male,0,No,Yes,14,Yes,Yes,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,61.23,933.46,No
CUST_000598,Male,0,No,No,29,No,Yes,DSL,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),37.12,1034.37,No
CUST_000599,Female,0,No,Yes,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,Yes,Electronic check,94.19,3771.5,No
CUST_000600,Female,0,No,Yes,53,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,102.11,5416.87,No
