gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,51,1,0,1,2,2,0,0,1,1,2,1,2,39.43,1913.27,0
0,0,1,0,61,1,2,0,2,0,2,2,2,0,0,0,1,70.28,4063.3,1
0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,0,3,65.85,892.55,1
0,0,0,0,63,1,0,2,0,0,0,0,2,0,0,0,0,112.62,7061.53,0
0,1,1,1,59,0,1,0,0,0,0,1,0,1,0,1,2,56.23,3301.71,1
0,0,0,0,67,1,0,2,1,0,2,2,0,2,2,0,3,108.72,7491.52,0
0,0,0,0,14,1,2,1,1,2,1,0,1,2,0,0,2,85.2,1173.28,0
0,0,0,0,65,1,2,2,2,0,2,0,0,0,2,0,0,101.48,6644.74,0
0,1,1,1,72,0,2,1,0,0,2,0,0,1,1,1,1,101.79,7369.33,1
0,0,0,0,61,1,0,0,1,0,0,0,2,0,1,1,0,70.67,4294.24,0
0,0,1,0,12,1,0,0,0,0,1,0,1,1,2,0,2,105.07,1217.67,0
1,0,1,0,42,1,0,1,2,0,2,1,2,2,0,0,1,60.83,2427.37,0
0,0,0,0,41,1,2,2,2,0,2,0,0,0,0,1,2,94.24,3816.76,1
1,0,1,1,4,1,0,0,0,0,2,0,0,0,1,1,0,18.7,47.44,1
1,0,0,0,40,1,2,0,0,1,0,0,0,2,0,1,0,84.32,3323.47,0
1,0,1,0,30,1,2,1,0,0,0,2,0,2,0,1,2,19.26,696.85,1
0,0,0,1,7,1,2,2,1,2,2,0,2,1,2,1,2,64.82,380.04,0
1,1,1,0,37,1,2,0,1,2,0,2,1,2,2,0,2,75.79,2996.83,0
1,1,0,0,42,1,1,0,0,0,1,1,1,1,0,1,3,42.4,1806.57,0
0,0,0,0,12,1,0,1,2,0,2,0,2,0,2,0,0,97.85,1182.78,0
1,0,1,1,23,1,2,0,0,2,0,2,2,0,2,0,1,63.16,1185.39,0
0,0,1,1,50,1,2,0,0,0,0,1,1,0,0,1,2,86.99,4376.6,0
0,0,1,0,38,1,2,2,0,0,0,1,2,2,0,0,0,102.5,3764.74,0
1,0,1,0,16,1,0,1,0,0,0,0,0,2,0,1,2,25.53,407.09,0
0,0,1,0,15,1,1,2,0,0,0,0,2,0,2,0,1,60.17,859.74,0
1,1,1,1,59,1,2,1,1,2,2,2,0,2,0,1,3,86.93,5245.14,0
0,0,0,0,65,1,0,1,2,2,2,0,1,0,0,0,3,18.41,1139.9,1
0,1,0,0,5,1,0,1,0,1,0,1,2,1,1,1,2,84.5,438.28,0
0,0,0,1,9,1,0,2,1,0,0,0,2,2,2,1,0,39.1,450.77,1
1,0,0,1,48,1,2,1,2,0,1,1,2,0,1,1,2,89.94,4274.15,0
1,0,1,0,57,0,0,2,1,0,1,0,2,0,1,1,2,72.93,3982.33,0
0,1,0,1,17,0,2,2,0,0,2,1,2,0,0,1,1,90.23,1633.11,1
0,0,1,0,16,1,2,1,2,0,2,2,2,0,0,1,1,37.91,646.46,0
0,1,0,0,41,1,2,1,2,2,1,0,1,2,0,0,3,48.36,1935.52,0
0,0,0,0,71,1,2,2,0,1,0,0,2,2,1,1,2,101.04,7279.82,0
0,0,1,0,25,1,0,0,0,1,0,0,0,2,1,1,0,114.85,2742.86,1
0,0,1,0,43,1,1,1,2,2,0,1,0,1,0,0,3,89.14,3815.46,0
0,0,0,0,16,1,0,0,0,1,2,0,0,2,0,0,1,86.7,1270.52,0
1,0,1,0,11,0,1,1,2,0,0,0,2,0,0,1,3,103.56,1124.01,1
1,1,1,0,25,1,2,2,2,2,2,2,0,0,2,1,0,32.66,750.67,0
1,0,0,0,47,1,0,2,2,0,2,2,0,2,1,1,1,19.3,800.93,0
1,0,0,0,20,1,0,0,0,0,0,0,2,0,1,1,1,83.19,1625.5,0
0,1,1,0,17,1,2,2,1,0,0,2,2,2,2,0,3,44.92,757.47,1
0,0,1,0,68,1,0,2,1,2,2,1,2,0,0,1,3,92.72,6342.61,1
0,0,0,0,23,1,0,0,0,0,0,1,2,1,0,0,0,62.72,1409.0,1
0,0,0,1,19,1,0,2,0,1,1,2,1,0,0,1,2,90.07,1614.53,0
0,0,1,1,64,1,2,0,0,0,2,0,0,0,0,1,3,99.97,6481.31,0
0,0,0,1,35,1,2,0,1,0,2,0,0,0,1,0,0,35.35,1102.34,0
1,0,1,1,23,1,0,1,0,0,2,0,1,2,1,0,1,27.27,538.15,0
0,0,1,0,31,1,2,0,0,0,0,0,0,1,1,0,2,91.81,2962.16,0
0,1,0,0,47,1,2,2,1,2,0,0,2,1,1,1,2,18.93,995.28,1
0,0,0,0,67,1,2,1,0,2,0,2,0,0,1,1,0,43.21,2797.65,1
1,0,0,0,32,0,0,2,2,0,2,0,2,0,0,0,1,61.85,2049.06,0
1,0,1,1,4,1,0,2,2,0,0,2,2,2,0,1,0,31.18,114.44,0
1,0,1,0,24,1,2,1,0,0,1,0,2,2,2,1,3,105.21,2374.77,0
1,0,0,0,29,1,0,0,0,0,0,0,2,2,0,0,2,100.61,2795.63,1
1,0,0,0,56,1,0,0,0,0,0,2,0,0,1,1,2,18.39,858.12,1
1,0,1,0,36,1,0,1,0,0,0,2,2,2,1,0,0,42.24,1486.26,0
0,0,0,0,5,1,2,1,1,0,1,1,1,1,0,0,1,90.87,448.29,1
0,0,1,0,7,1,1,1,0,0,2,2,0,2,0,1,1,118.15,858.55,1
1,0,0,0,32,1,0,1,2,0,0,1,0,1,0,0,0,35.89,1186.0,1
0,0,1,1,45,1,0,0,2,1,1,0,1,0,2,1,2,56.18,2460.42,0
0,0,0,0,56,1,2,2,0,2,0,2,2,0,1,1,3,118.1,6597.01,0
0,0,1,0,37,1,0,1,0,0,2,1,1,1,0,1,1,31.32,1082.93,1
1,1,1,0,32,1,0,1,2,0,2,1,0,0,0,1,1,76.95,2441.1,1
1,0,0,1,12,0,0,0,0,2,0,2,1,1,0,0,1,75.12,718.53,0
1,0,0,1,18,1,2,0,1,0,0,1,2,1,0,0,1,113.91,2139.72,0
1,0,0,1,32,1,2,2,0,1,1,1,0,0,0,0,2,23.34,831.23,1
1,1,1,1,62,1,0,1,1,0,0,0,0,2,2,1,0,51.65,3188.24,0
1,0,1,0,35,1,2,1,0,0,2,0,2,0,2,1,3,64.74,2116.44,0
0,0,1,0,65,1,0,0,0,1,0,0,0,0,2,1,1,48.88,3193.89,0
1,0,1,0,42,1,2,1,1,2,1,2,0,2,2,1,2,98.46,4101.36,1
0,0,1,0,45,1,2,1,2,0,1,1,1,0,2,1,1,20.27,987.34,0
0,0,0,0,35,1,0,2,0,1,2,1,2,0,0,1,2,76.25,2629.28,0
1,0,0,1,53,0,0,1,0,2,0,0,2,2,0,1,0,36.85,1956.34,1
1,1,1,1,66,1,0,2,0,1,0,0,2,1,2,0,3,89.5,5992.72,0
0,0,0,0,40,1,0,2,0,2,2,0,0,2,0,1,3,112.01,4533.2,1
0,0,0,0,70,1,2,1,0,0,0,0,1,0,0,1,3,21.56,1489.51,1
0,0,0,0,28,1,0,2,1,0,0,1,2,0,1,0,0,50.82,1403.37,0
0,0,0,0,8,1,0,1,2,0,2,1,2,2,0,1,2,88.51,638.44,1
0,0,0,0,46,1,1,1,2,1,2,2,2,2,0,0,3,32.97,1701.6,1
1,0,0,1,52,1,0,1,0,1,2,0,0,0,2,0,2,68.28,3556.51,0
1,0,1,1,69,1,1,0,0,1,0,0,2,0,0,1,2,116.29,8084.4,1
0,0,0,0,14,1,0,2,0,2,0,0,2,0,2,0,1,110.65,1548.48,1
0,0,1,0,50,1,2,1,0,0,1,1,2,2,2,0,0,24.91,1228.21,0
0,0,1,0,30,1,1,1,0,2,2,0,2,2,0,1,2,72.1,2130.77,1
0,0,0,1,49,1,2,0,2,0,0,2,2,2,2,0,1,80.99,4031.26,0
1,0,0,0,46,1,1,0,0,0,2,0,1,0,2,1,2,53.22,2278.93,0
0,0,1,0,4,1,2,0,1,2,0,2,2,2,0,0,0,96.08,345.65,1
1,1,0,0,51,1,2,0,0,1,1,0,2,1,2,1,0,38.7,1807.95,0
0,0,0,1,51,1,2,2,0,0,1,0,0,2,0,0,1,81.76,4235.93,1
0,0,0,0,60,0,0,0,0,0,2,1,0,0,0,0,2,35.47,2139.72,0
1,0,1,1,70,1,2,1,0,2,0,1,2,0,0,0,3,38.82,2676.13,0
1,0,0,1,44,1,0,1,2,0,2,0,2,2,0,1,1,40.45,1706.12,1
1,0,0,0,54,1,2,1,2,0,1,2,2,2,2,0,2,118.11,6465.99,0
0,0,1,0,17,1,0,0,0,0,2,0,2,2,0,1,1,68.31,912.39,0
0,0,0,1,40,1,0,1,0,2,0,2,0,1,2,1,2,94.19,3771.5,0
0,0,0,0,12,1,0,0,0,0,0,1,1,2,1,1,2,90.71,1277.25,0
0,0,1,1,39,1,0,2,0,0,1,2,0,0,0,1,1,39.81,1704.32,0
1,0,0,0,33,1,2,2,2,0,0,1,1,2,2,0,1,109.27,3607.59,0
0,0,0,0,45,1,0,1,2,0,1,1,2,1,1,0,1,93.62,4175.06,0
1,0,1,0,64,1,2,1,0,0,1,1,1,2,0,1,2,61.3,3830.61,0
0,0,1,0,52,1,2,2,0,0,0,0,0,2,1,1,2,33.42,1825.73,1
1,0,0,1,59,1,0,1,1,2,2,0,0,2,2,1,0,27.26,1631.97,0
0,0,0,1,41,1,2,0,0,2,1,0,1,0,0,1,3,101.44,4254.63,1
1,0,0,0,41,1,0,0,1,0,0,0,1,2,0,1,0,49.18,2149.5,1
0,1,0,0,46,1,0,1,1,2,2,1,0,0,1,1,1,52.55,2264.12,0
1,0,1,0,39,1,2,0,1,1,0,0,2,2,2,1,0,81.8,3246.39,0
1,0,1,1,53,1,2,0,0,0,2,0,0,0,0,0,2,39.01,2094.67,1
1,0,1,0,60,0,2,0,0,1,0,0,1,0,0,0,2,24.08,1314.11,0
0,0,1,0,60,1,0,0,2,0,2,0,2,0,2,0,0,68.03,4125.52,0
0,0,0,1,26,1,0,0,1,2,2,2,2,0,1,1,1,21.49,575.04,1
0,0,1,0,14,1,0,1,0,1,2,0,2,2,0,1,1,59.05,836.14,0
1,0,0,0,36,1,0,0,2,1,2,2,0,2,2,1,0,109.53,3854.23,0
1,0,0,1,61,1,0,2,1,1,0,0,0,2,0,1,0,101.95,6196.91,0
0,0,0,0,58,1,2,0,2,0,2,0,2,0,0,1,3,51.53,2966.77,0
1,1,1,0,51,1,2,0,1,0,0,2,2,0,0,1,0,103.31,5186.12,0
1,0,1,0,11,1,0,1,2,0,2,0,1,2,0,1,2,54.55,712.25,0
0,0,1,0,44,1,2,1,1,0,1,1,1,1,2,0,2,78.54,3427.66,0
0,0,0,1,68,1,0,0,2,0,0,0,0,2,0,1,2,87.29,5940.92,0
0,1,1,1,22,1,1,0,2,2,2,1,2,2,0,1,0,47.1,981.67,0
0,0,1,0,52,1,0,0,2,2,2,2,1,2,2,0,0,73.75,3870.19,0
1,0,1,0,34,1,2,1,1,0,0,0,0,1,2,0,3,95.25,3170.05,0
0,0,1,0,4,1,0,0,2,1,1,1,2,0,0,1,0,84.44,459.2,1
1,0,1,0,32,1,0,2,1,2,2,2,1,1,0,0,0,63.44,2045.14,1
0,1,0,0,21,1,0,1,2,1,2,1,0,0,1,1,1,83.79,1606.11,0
1,0,1,0,50,1,2,0,2,1,0,2,0,2,0,0,2,98.3,4928.94,0
1,0,1,0,50,1,1,1,2,2,2,1,2,2,0,1,2,21.48,1043.02,0
1,0,1,0,69,1,0,0,2,0,0,0,2,2,1,1,2,35.44,2415.18,0
0,0,0,0,55,1,0,0,0,0,2,2,0,2,2,1,2,25.68,1342.04,0
0,0,1,1,6,1,2,2,0,0,0,1,2,0,1,1,3,99.5,691.49,0
0,0,1,0,22,1,2,0,0,1,0,0,1,1,0,0,3,104.64,2131.84,0
1,0,1,0,57,1,2,0,2,1,2,0,2,0,0,0,2,110.93,6312.53,0
0,0,1,0,20,0,0,1,1,2,1,1,0,0,0,1,2,61.82,1094.75,1
0,0,1,0,41,1,2,2,0,2,0,2,0,2,0,1,0,35.51,1513.28,1
0,0,0,0,22,1,0,1,0,2,2,2,1,2,0,0,1,94.04,1979.21,1
1,0,0,1,29,1,0,0,0,0,1,0,1,2,0,0,1,101.54,2947.93,1
1,1,0,0,12,1,0,1,2,2,2,2,0,0,0,1,0,63.92,757.63,0
1,1,1,0,69,1,0,2,2,1,0,1,1,2,0,1,2,34.17,2341.87,1
1,1,0,1,51,1,0,1,1,0,0,1,0,0,0,1,0,47.94,2511.17,0
0,0,0,1,18,1,0,1,0,0,1,0,2,1,0,1,1,42.05,634.85,1
1,0,0,0,3,1,0,1,0,2,2,2,0,0,1,1,0,108.16,398.76,1
1,0,1,0,2,1,0,0,0,2,0,0,2,0,0,0,2,104.37,298.07,1
0,1,1,1,17,1,0,2,0,0,1,2,2,1,0,0,3,55.61,956.98,0
1,0,0,0,45,1,2,2,2,1,0,0,1,1,0,1,0,118.42,5294.39,1
1,0,1,0,61,1,0,1,0,1,2,0,2,2,0,1,2,94.99,5790.63,0
0,0,0,0,37,1,2,1,0,1,2,0,2,1,2,1,1,82.08,3157.94,0
1,0,1,1,22,1,1,1,0,0,1,0,2,0,0,1,3,46.21,1041.11,1
0,1,0,1,8,1,2,0,0,2,0,0,1,1,0,0,1,79.32,675.64,0
0,0,1,0,9,1,2,1,1,1,2,1,0,2,0,0,2,73.81,672.26,1
1,0,1,0,23,1,0,0,1,0,2,1,2,2,0,1,1,40.6,1071.81,0
0,0,0,0,65,1,1,2,0,0,2,2,1,2,2,1,0,87.77,5721.92,0
0,0,0,1,15,1,2,2,2,1,0,1,0,0,1,1,1,61.67,697.48,0
1,1,1,1,35,1,2,1,0,2,0,0,2,1,0,0,0,70.35,2292.22,0
0,0,1,1,42,1,0,1,1,2,0,2,0,0,0,0,0,47.17,1894.47,0
1,0,1,0,59,1,2,1,2,2,0,1,0,2,0,0,0,91.46,5348.25,1
1,0,0,1,36,1,1,2,0,2,2,1,1,0,0,0,3,50.07,1729.57,0
0,0,1,1,46,1,0,1,0,1,1,0,1,0,0,0,0,83.49,3821.76,1
1,0,0,0,5,1,0,2,0,2,2,2,1,0,1,0,2,25.99,109.66,0
0,0,1,0,44,1,0,0,0,2,0,0,2,0,0,1,2,100.92,4367.18,1
0,0,1,0,5,1,2,2,2,0,2,2,0,2,0,1,2,72.77,328.84,0
0,0,0,1,52,1,2,2,0,0,2,1,1,2,0,0,1,56.69,2937.45,1
1,1,1,0,8,1,2,0,1,0,0,2,2,0,2,0,0,53.76,445.09,0
0,0,1,0,7,1,2,1,1,2,2,1,2,0,0,1,0,112.82,704.46,1
0,0,0,0,71,1,0,1,0,2,0,1,2,1,0,1,1,111.65,7865.19,0
1,0,0,0,67,0,0,0,2,2,2,2,1,0,2,1,3,76.42,5176.99,0
1,0,1,1,2,1,0,1,0,0,0,2,2,2,1,1,2,109.76,389.65,0
0,0,0,0,24,1,0,0,1,2,2,0,2,1,0,1,1,32.81,663.58,0
0,0,1,0,65,1,0,1,0,0,2,0,2,0,0,1,2,102.87,6705.25,1
1,0,0,1,22,1,0,0,2,2,2,0,2,0,0,1,2,19.5,337.82,1
1,1,0,1,11,0,0,2,2,2,0,0,0,0,0,1,2,37.17,538.28,0
1,1,0,0,57,1,2,2,1,1,0,2,2,0,0,0,0,66.86,3805.01,1
1,0,0,0,18,1,0,0,0,2,0,1,2,1,2,1,2,50.14,971.18,1
1,0,0,0,44,1,1,0,2,0,0,0,2,0,1,1,0,86.23,3856.21,0
1,0,1,1,42,1,2,1,2,2,0,2,0,0,1,0,2,68.63,2856.43,0
1,0,1,0,59,1,2,1,0,2,0,0,1,1,0,0,1,47.67,2895.79,0
0,1,0,1,26,1,0,1,1,1,0,0,0,2,0,1,2,107.01,2681.48,0
0,0,0,0,19,1,0,2,0,1,0,1,1,0,0,1,1,38.73,676.44,0
0,0,1,1,40,1,0,1,0,2,2,0,2,1,1,0,1,117.87,4893.75,0
0,0,1,1,23,1,0,1,2,2,2,2,0,2,0,1,2,112.94,2574.61,0
0,0,0,0,59,1,0,1,0,2,0,2,0,2,0,0,2,108.38,6470.52,0
1,1,0,1,27,1,2,2,0,2,0,0,2,1,2,0,0,116.68,3189.55,0
0,1,0,1,66,1,2,2,1,0,0,0,0,0,0,1,2,51.69,3336.3,0
0,0,0,1,25,1,2,1,1,1,2,1,2,2,0,0,2,34.56,748.81,1
1,0,1,0,44,1,2,2,1,1,0,0,0,2,1,0,2,82.69,3656.4,0
1,1,0,0,33,1,0,1,0,0,0,0,2,0,0,1,0,49.71,1484.33,0
1,0,1,0,54,1,1,0,0,0,1,0,0,0,0,0,2,44.46,2315.73,0
0,0,1,0,23,1,0,0,1,0,0,0,1,0,0,0,2,28.96,509.82,0
1,0,1,0,13,1,2,0,0,2,0,2,1,2,2,1,0,118.11,1460.68,0
1,1,0,0,18,1,2,1,2,1,0,0,2,0,2,1,3,94.78,1870.47,0
1,0,0,0,37,1,0,2,2,2,0,0,2,0,0,1,0,30.12,1299.8,0
0,0,1,1,15,1,2,1,0,0,1,2,0,0,1,0,2,71.2,878.68,0
1,0,1,0,27,1,2,1,0,2,2,1,1,0,0,1,2,62.69,1632.23,0
1,0,1,0,45,1,2,1,1,0,0,0,2,2,0,1,2,85.07,3813.21,0
1,0,1,0,37,1,2,1,2,0,0,0,0,0,0,0,3,62.24,2350.21,1
0,0,1,1,48,1,1,1,1,0,1,0,0,1,0,1,3,99.96,4788.36,1
0,0,1,1,67,1,2,2,0,0,2,0,2,1,0,0,0,37.96,2581.46,0
1,0,1,0,49,1,2,2,0,2,1,2,0,2,0,1,2,55.57,2903.09,1
1,0,0,0,60,1,2,0,2,1,1,0,2,2,0,1,2,97.52,5633.08,0
0,0,1,1,13,1,0,1,1,2,2,1,2,2,0,1,2,56.92,837.95,0
0,0,1,0,28,1,2,1,2,2,0,2,1,2,1,1,2,102.06,2829.59,1
0,0,1,1,54,1,2,0,2,2,0,0,1,0,2,1,1,88.39,4844.89,0
1,1,1,0,6,1,2,1,0,2,0,1,0,0,2,1,1,52.86,312.94,0
1,0,1,0,72,1,2,0,2,0,0,2,1,1,2,1,2,62.34,4560.78,0
1,1,1,0,58,1,2,1,2,2,0,0,0,2,2,0,2,56.16,3255.14,0
1,0,1,0,20,1,1,0,0,0,1,2,2,0,0,1,0,112.64,2475.1,0
0,1,1,1,58,1,0,2,0,2,1,0,2,2,0,1,0,110.92,6443.01,0
1,0,1,0,62,0,0,1,1,2,1,0,0,0,1,0,2,93.19,5843.39,0
0,0,0,1,39,1,0,1,2,1,1,1,0,2,0,0,2,36.35,1388.74,1
0,0,0,1,45,1,2,1,0,2,0,1,0,2,1,0,3,90.84,4018.67,0
0,0,0,0,56,1,0,1,1,1,0,2,2,1,0,1,1,67.65,3821.11,1
0,0,1,0,52,1,0,1,1,2,0,2,2,0,2,0,1,26.78,1270.43,0
0,0,1,1,3,1,0,0,2,2,2,0,2,2,0,0,2,71.12,122.63,1
1,0,1,0,65,1,0,0,1,0,1,1,2,2,0,0,2,37.79,2573.61,1
1,1,0,1,60,1,0,0,2,1,0,2,0,0,2,0,3,24.34,1553.99,0
0,0,1,1,37,1,2,1,2,0,1,2,1,0,0,1,3,62.7,2292.58,1
1,1,1,0,59,1,2,1,1,2,2,0,1,1,0,1,3,98.96,5800.61,0
0,0,1,0,40,1,2,2,0,2,2,0,1,2,0,1,2,113.41,4412.63,1
0,0,1,0,37,1,0,1,0,2,2,1,2,0,1,1,3,62.9,2090.32,0
0,0,0,0,3,1,1,1,0,0,2,2,1,2,2,0,2,56.75,219.98,0
0,0,1,0,8,1,2,1,2,0,2,0,2,0,0,0,3,50.43,184.69,1
1,0,0,0,66,1,0,1,2,1,1,0,2,0,2,0,3,73.3,4848.79,0
0,0,0,0,60,1,0,2,1,1,1,2,0,0,2,0,3,112.53,6713.45,0
1,0,1,0,29,1,2,0,2,0,1,0,2,0,0,0,2,74.81,2123.1,0
1,0,1,0,21,1,2,0,0,0,2,0,2,1,0,1,0,111.78,2535.32,1
0,0,0,0,50,1,0,0,2,1,2,2,0,0,0,1,0,47.05,2357.17,1
1,0,0,1,61,1,2,1,0,1,1,0,0,2,0,1,0,27.1,1569.95,1
0,0,1,0,23,1,0,1,1,0,2,0,0,2,0,1,1,65.67,1625.49,0
0,1,1,1,40,1,0,0,0,1,0,1,0,2,1,0,0,64.73,2622.7,0
1,0,1,1,12,1,1,0,2,2,2,1,2,1,0,0,0,27.58,423.98,0
0,0,0,0,1,1,2,1,2,1,0,0,0,1,2,1,2,82.24,82.24,0
0,0,1,1,42,1,2,2,1,1,1,2,1,0,0,1,2,38.25,1529.55,0
0,1,1,0,34,1,0,0,0,2,2,0,0,0,2,1,2,110.52,3693.44,0
0,1,1,0,45,1,2,0,0,1,0,2,0,2,0,1,2,86.29,3694.74,1
0,0,0,0,1,1,2,1,0,2,1,0,2,2,0,0,2,56.02,116.34,1
0,0,0,0,19,1,2,1,0,1,0,1,0,1,0,1,3,20.06,345.95,1
1,0,1,0,56,1,0,0,2,2,0,2,0,2,0,1,1,65.77,3503.78,0
0,0,0,0,24,1,2,2,2,2,1,2,1,0,2,1,2,78.09,1905.73,0
1,1,1,0,15,1,0,1,0,2,0,1,1,2,1,1,2,110.49,1601.76,0
0,0,1,0,9,1,1,1,0,1,0,0,2,2,2,1,0,26.49,293.18,0
1,0,0,0,52,1,0,1,2,1,1,0,0,1,1,1,2,116.58,6140.16,1
0,0,1,0,16,1,0,2,0,0,2,0,0,1,0,0,2,77.26,1340.69,0
0,0,0,0,66,1,0,0,1,0,0,0,0,2,0,0,1,102.02,6558.39,0
0,0,0,1,20,1,2,0,0,1,0,2,0,2,1,1,2,34.89,573.98,0
1,0,1,0,7,1,0,0,2,1,0,2,1,2,0,1,0,102.69,683.62,1
1,1,0,1,14,1,0,0,2,1,0,0,2,1,0,1,1,18.85,382.63,1
1,0,1,0,14,1,0,1,0,2,0,0,0,1,0,1,1,102.53,1601.75,0
1,0,1,0,2,1,0,2,0,0,0,2,2,0,0,1,2,39.49,39.49,1
0,0,0,0,6,1,0,1,1,0,1,0,0,0,2,0,2,42.94,73.4,0
1,1,1,0,26,1,0,1,0,1,2,0,1,2,0,1,2,32.67,827.27,0
1,0,1,0,53,1,0,0,2,2,1,2,2,1,1,1,0,49.03,2632.72,1
1,0,0,0,45,1,2,2,0,0,0,0,2,0,0,1,1,51.83,2322.5,1
0,0,1,0,62,1,2,1,2,2,1,0,0,0,1,1,3,92.23,5639.56,0
0,0,1,1,61,1,0,0,0,0,1,1,0,2,0,0,1,110.42,6745.83,1
1,1,1,0,25,1,0,1,0,0,1,1,2,0,0,1,2,35.41,820.55,1
0,0,1,0,31,1,2,2,0,0,2,2,2,2,2,1,3,45.27,1236.26,0
1,0,1,0,32,1,0,2,0,0,0,0,0,0,0,0,2,98.43,3168.47,0
1,0,0,1,49,1,2,2,0,2,0,1,1,0,1,1,3,97.41,4866.55,1
0,0,1,1,3,1,2,1,2,1,2,1,0,0,1,1,3,24.61,24.61,1
0,0,1,0,59,1,0,2,2,0,1,0,0,0,2,1,2,46.04,2847.39,0
0,1,1,0,9,1,0,0,2,2,1,0,0,0,0,0,2,81.59,691.51,1
0,0,0,0,67,1,2,0,0,0,2,0,2,1,1,0,0,100.27,6654.25,0
1,0,1,1,33,1,2,1,2,1,1,1,0,1,0,1,0,114.09,3996.67,1
0,0,0,0,53,1,1,1,0,2,2,1,1,2,1,0,2,18.61,1113.16,0
0,0,1,0,72,1,0,1,0,2,2,0,2,2,1,1,2,27.1,1902.28,0
1,0,1,0,32,1,2,2,0,1,2,0,1,2,0,0,3,47.3,1668.2,1
0,0,1,0,65,1,2,2,2,1,1,2,0,2,0,1,2,99.76,6545.42,0
0,0,1,0,34,1,2,0,1,2,0,1,2,0,2,1,3,84.52,2901.95,0
1,0,1,0,19,1,2,2,1,0,2,0,1,0,1,1,2,49.26,1029.41,1
1,0,1,0,12,1,2,1,2,0,0,2,0,0,0,0,2,47.09,654.72,1
0,0,0,0,33,1,0,0,0,2,1,0,0,0,0,1,3,41.7,1356.32,1
0,1,0,1,25,1,2,0,0,1,0,0,1,0,2,1,3,95.23,2574.24,0
1,1,0,1,71,1,2,0,2,0,1,0,0,1,0,1,1,91.66,6433.06,1
1,0,0,0,28,0,2,0,1,1,2,0,2,0,1,1,1,26.85,670.62,0
1,1,1,0,27,1,2,1,0,2,2,0,0,1,0,1,0,116.74,3221.44,0
1,0,0,0,51,1,0,2,2,2,2,0,0,1,0,0,0,55.9,2910.89,0
0,0,0,1,42,1,0,0,2,2,1,0,1,2,1,0,3,89.58,3714.7,0
1,0,0,1,12,1,0,2,0,2,0,1,2,0,0,0,1,98.23,1012.01,0
0,0,0,0,16,1,2,2,2,2,1,1,2,0,0,1,2,40.16,478.89,0
1,0,1,0,66,1,0,1,1,0,2,1,1,0,0,0,2,114.41,7392.34,1
0,0,1,1,26,1,2,0,1,0,2,2,2,1,2,0,0,116.73,3019.21,0
0,0,0,1,62,1,0,0,2,0,1,0,0,0,1,0,2,18.36,1110.25,0
0,1,1,0,52,1,0,1,0,1,1,0,0,1,1,0,3,94.45,5091.71,0
0,0,1,0,59,1,0,0,1,2,1,0,0,1,0,1,0,63.19,3583.17,1
1,0,0,0,19,1,0,0,0,1,2,2,0,0,1,1,0,22.57,427.31,0
0,0,1,1,24,1,0,1,2,0,2,0,2,2,0,0,0,63.12,1470.87,0
1,0,0,1,62,1,1,1,1,0,0,1,1,0,1,0,1,94.43,5927.72,0
1,0,0,0,37,1,0,2,2,0,1,0,0,0,1,1,1,44.39,1537.36,1
1,0,1,1,68,1,0,1,2,2,2,1,2,1,1,0,0,22.65,1678.67,0
0,0,0,0,57,1,0,0,0,0,0,0,1,2,1,0,2,64.74,3588.38,0
0,0,1,0,23,0,2,0,2,0,2,0,2,0,0,0,2,86.05,1882.27,0
0,0,1,1,22,1,0,2,1,2,0,0,2,2,0,1,3,83.22,1878.47,0
1,0,0,1,20,1,2,1,0,0,2,0,2,0,2,1,3,65.92,1268.84,0
1,1,0,0,45,0,2,0,2,0,1,0,1,2,2,1,1,40.47,1743.66,0
1,0,1,0,51,1,2,1,0,0,2,0,2,1,0,1,0,25.78,1269.73,0
1,0,1,0,6,1,2,1,2,2,1,0,0,0,1,1,2,29.97,124.13,0
1,0,1,0,8,1,2,1,2,0,0,0,2,0,1,0,2,108.13,917.84,0
0,0,1,0,66,1,0,1,2,2,1,2,1,1,2,1,1,51.97,3422.06,0
1,0,1,1,57,0,2,2,2,1,2,2,1,2,2,1,0,84.0,4655.93,0
1,0,0,0,42,1,0,1,0,2,2,0,1,2,2,1,2,21.22,935.56,0
0,0,1,0,2,0,2,1,2,1,0,0,0,0,0,0,2,74.96,232.68,1
1,0,0,0,59,0,2,1,1,1,1,0,2,0,2,1,1,60.14,3530.37,0
0,1,1,0,31,1,1,0,0,1,2,2,0,0,0,0,0,44.47,1513.43,0
1,0,1,0,54,1,2,0,1,2,2,2,0,2,2,1,1,47.57,2646.95,0
0,0,0,1,20,1,2,1,1,0,0,0,2,2,0,0,3,61.26,1259.93,0
1,0,0,1,57,1,0,1,2,0,2,0,0,0,1,0,2,20.06,1164.29,0
0,0,1,0,28,1,0,0,0,1,1,2,2,1,0,1,1,19.48,607.66,0
0,0,1,0,17,1,0,1,0,0,2,0,1,0,0,1,3,52.73,830.19,0
0,0,0,0,39,1,2,0,2,0,2,0,0,2,0,1,0,48.38,1956.99,0
0,0,1,0,24,0,2,0,2,2,2,0,2,2,0,1,0,114.36,2821.91,1
